State,Year,Quarter,District,Registered_users,App_opens,Latitude,Longitude,Region
Assam,2023,2,Kamrup Metropolitan,975409,10291917,26.75,92.5,North-Eastern Region
Assam,2023,2,Hailakandi,99676,12253103,24.6827307,92.5622753,North-Eastern Region
Assam,2023,2,Barpeta,307888,24119497,24.6827307,92.5622753,North-Eastern Region
Assam,2023,2,Goalpara,159697,17263931,24.6827307,92.5622753,North-Eastern Region
Assam,2023,2,Biswanath,92859,19143829,24.6827307,92.5622753,North-Eastern Region
Assam,2023,2,Jorhat,196116,17452483,26.7586112,94.20640848109768,North-Eastern Region
Assam,2023,3,Tinsukia,239058,51022057,27.5971709,95.566852920138,North-Eastern Region
Assam,2023,3,Lakhimpur,160471,45985004,27.2382645,94.1053145,North-Eastern Region
Assam,2023,3,Kamrup,265357,38346090,26.2074223,91.6771799,North-Eastern Region
Assam,2023,3,Kokrajhar,110080,35992196,26.2074223,91.6771799,North-Eastern Region
Assam,2023,3,Karbi Anglong,104784,34498189,26.0,93.5,North-Eastern Region
Assam,2023,3,Sivasagar,136241,13086792,26.0,93.5,North-Eastern Region
Assam,2023,3,Dibrugarh,278740,52247851,27.4881672,95.3623358,North-Eastern Region
Assam,2023,3,South Salmara Mancachar,52380,10212674,27.4881672,95.3623358,North-Eastern Region
Assam,2023,3,Nagaon,360999,37811403,27.4881672,95.3623358,North-Eastern Region
Assam,2023,3,Dhubri,186435,32844357,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2023,3,Golaghat,177250,41449634,26.5305611,93.9603353,North-Eastern Region
Assam,2023,3,Udalguri,105214,32082491,26.70472375,92.04215071409465,North-Eastern Region
Assam,2023,3,Majuli,24611,5257124,26.70472375,92.04215071409465,North-Eastern Region
Assam,2023,3,Sonitpur,281112,45875124,26.70472375,92.04215071409465,North-Eastern Region
Assam,2023,3,Hojai,115657,25287556,26.70472375,92.04215071409465,North-Eastern Region
Assam,2023,3,Marigaon,158451,24814112,26.70472375,92.04215071409465,North-Eastern Region
Assam,2023,3,Chirang,65998,30789237,26.70472375,92.04215071409465,North-Eastern Region
Assam,2023,3,Cachar,308182,23961554,25.083333,92.916667,North-Eastern Region
Assam,2023,3,Nalbari,122081,20513320,25.083333,92.916667,North-Eastern Region
Assam,2023,3,West Karbi Anglong,23398,13519596,25.083333,92.916667,North-Eastern Region
Assam,2023,3,Dhemaji,123363,28025817,27.5945155,94.71920979201424,North-Eastern Region
Assam,2023,3,Karimganj,162640,26785202,24.86648155,92.35121508187882,North-Eastern Region
Assam,2023,3,Bongaigaon,145804,21295658,24.86648155,92.35121508187882,North-Eastern Region
Assam,2023,3,Dima Hasao,43160,13892143,25.40036255,93.07522922678903,North-Eastern Region
Assam,2023,3,Baksa,136080,38631709,25.40036255,93.07522922678903,North-Eastern Region
Assam,2023,3,Charaideo,73222,23549167,25.40036255,93.07522922678903,North-Eastern Region
Assam,2023,3,Darrang,129710,41955515,26.75,92.5,North-Eastern Region
Assam,2023,3,Kamrup Metropolitan,1014178,12110048,26.75,92.5,North-Eastern Region
Assam,2023,3,Hailakandi,104063,17547081,24.6827307,92.5622753,North-Eastern Region
Assam,2023,3,Barpeta,321557,35656605,24.6827307,92.5622753,North-Eastern Region
Assam,2023,3,Goalpara,167049,35859977,24.6827307,92.5622753,North-Eastern Region
Assam,2023,3,Biswanath,96868,31732430,24.6827307,92.5622753,North-Eastern Region
Assam,2023,3,Jorhat,204393,20212200,26.7586112,94.20640848109768,North-Eastern Region
Assam,2023,4,Tinsukia,248429,17947350,27.5971709,95.566852920138,North-Eastern Region
Assam,2023,4,Lakhimpur,167096,15794802,27.2382645,94.1053145,North-Eastern Region
Assam,2023,4,Kamrup,276067,25845292,26.2074223,91.6771799,North-Eastern Region
Assam,2023,4,Kokrajhar,114440,13750462,26.2074223,91.6771799,North-Eastern Region
Assam,2023,4,Karbi Anglong,108934,11762810,26.0,93.5,North-Eastern Region
Assam,2023,4,Sivasagar,141853,11632384,26.0,93.5,North-Eastern Region
Assam,2023,4,Dibrugarh,289409,19181994,27.4881672,95.3623358,North-Eastern Region
Assam,2023,4,South Salmara Mancachar,54609,13855399,27.4881672,95.3623358,North-Eastern Region
Assam,2023,4,Nagaon,375835,39881315,27.4881672,95.3623358,North-Eastern Region
Assam,2023,4,Dhubri,193881,26044285,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2023,4,Golaghat,184416,15461014,26.5305611,93.9603353,North-Eastern Region
Assam,2023,4,Udalguri,109420,12236271,26.70472375,92.04215071409465,North-Eastern Region
Assam,2023,4,Majuli,25684,1686462,26.70472375,92.04215071409465,North-Eastern Region
Assam,2023,4,Sonitpur,291996,27175802,26.70472375,92.04215071409465,North-Eastern Region
Assam,2023,4,Hojai,120199,11056902,26.70472375,92.04215071409465,North-Eastern Region
Assam,2023,4,Marigaon,165177,16104820,26.70472375,92.04215071409465,North-Eastern Region
Assam,2023,4,Chirang,68633,8450267,26.70472375,92.04215071409465,North-Eastern Region
Assam,2023,4,Cachar,320070,28050880,25.083333,92.916667,North-Eastern Region
Assam,2023,4,Nalbari,126977,11327199,25.083333,92.916667,North-Eastern Region
Assam,2023,4,West Karbi Anglong,24422,2733988,25.083333,92.916667,North-Eastern Region
Assam,2023,4,Dhemaji,128232,12131639,27.5945155,94.71920979201424,North-Eastern Region
Assam,2023,4,Karimganj,169249,15295556,24.86648155,92.35121508187882,North-Eastern Region
Assam,2023,4,Bongaigaon,151750,13164085,24.86648155,92.35121508187882,North-Eastern Region
Assam,2023,4,Dima Hasao,44886,3858547,25.40036255,93.07522922678903,North-Eastern Region
Assam,2023,4,Baksa,141506,13322763,25.40036255,93.07522922678903,North-Eastern Region
Assam,2023,4,Charaideo,76164,5375217,25.40036255,93.07522922678903,North-Eastern Region
Assam,2023,4,Darrang,135028,16894251,26.75,92.5,North-Eastern Region
Assam,2023,4,Kamrup Metropolitan,1050970,63033857,26.75,92.5,North-Eastern Region
Assam,2023,4,Hailakandi,108213,9827592,24.6827307,92.5622753,North-Eastern Region
Assam,2023,4,Barpeta,334209,31271792,24.6827307,92.5622753,North-Eastern Region
Assam,2023,4,Goalpara,173830,18770709,24.6827307,92.5622753,North-Eastern Region
Assam,2023,4,Biswanath,100861,10494512,24.6827307,92.5622753,North-Eastern Region
Assam,2023,4,Jorhat,212335,14621737,26.7586112,94.20640848109768,North-Eastern Region
Assam,2024,1,Tinsukia,259521,75625342,27.5971709,95.566852920138,North-Eastern Region
Assam,2024,1,Lakhimpur,174858,63843235,27.2382645,94.1053145,North-Eastern Region
Assam,2024,1,Kamrup,288710,59228124,26.2074223,91.6771799,North-Eastern Region
Assam,2024,1,Kokrajhar,119832,62681868,26.2074223,91.6771799,North-Eastern Region
Assam,2024,1,Karbi Anglong,113975,54040626,26.0,93.5,North-Eastern Region
Assam,2024,1,Sivasagar,148391,20282086,26.0,93.5,North-Eastern Region
Assam,2024,1,Dibrugarh,302007,77309972,27.4881672,95.3623358,North-Eastern Region
Assam,2024,1,South Salmara Mancachar,57194,18895857,27.4881672,95.3623358,North-Eastern Region
Assam,2024,1,Nagaon,392625,55499880,27.4881672,95.3623358,North-Eastern Region
Assam,2024,1,Dhubri,202576,52440370,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2024,1,Golaghat,192763,54373052,26.5305611,93.9603353,North-Eastern Region
Assam,2024,1,Udalguri,114587,54113310,26.70472375,92.04215071409465,North-Eastern Region
Assam,2024,1,Majuli,26866,8243521,26.70472375,92.04215071409465,North-Eastern Region
Assam,2024,1,Sonitpur,304871,84734829,26.70472375,92.04215071409465,North-Eastern Region
Assam,2024,1,Hojai,125540,25830605,26.70472375,92.04215071409465,North-Eastern Region
Assam,2024,1,Marigaon,172898,27046236,26.70472375,92.04215071409465,North-Eastern Region
Assam,2024,1,Chirang,71942,55257707,26.70472375,92.04215071409465,North-Eastern Region
Assam,2024,1,Cachar,334056,37836069,25.083333,92.916667,North-Eastern Region
Assam,2024,1,Nalbari,132565,32555304,25.083333,92.916667,North-Eastern Region
Assam,2024,1,West Karbi Anglong,25513,23706345,25.083333,92.916667,North-Eastern Region
Assam,2024,1,Dhemaji,134064,43777795,27.5945155,94.71920979201424,North-Eastern Region
Assam,2024,1,Karimganj,176626,36115766,24.86648155,92.35121508187882,North-Eastern Region
Assam,2024,1,Bongaigaon,158662,21517242,24.86648155,92.35121508187882,North-Eastern Region
Assam,2024,1,Dima Hasao,46923,33236522,25.40036255,93.07522922678903,North-Eastern Region
Assam,2024,1,Baksa,148269,39200088,25.40036255,93.07522922678903,North-Eastern Region
Assam,2024,1,Charaideo,79777,12151050,25.40036255,93.07522922678903,North-Eastern Region
Assam,2024,1,Darrang,141177,52972649,26.75,92.5,North-Eastern Region
Assam,2024,1,Kamrup Metropolitan,1092571,18531284,26.75,92.5,North-Eastern Region
Assam,2024,1,Hailakandi,112961,24561651,24.6827307,92.5622753,North-Eastern Region
Assam,2024,1,Barpeta,348707,47535673,24.6827307,92.5622753,North-Eastern Region
Assam,2024,1,Goalpara,182003,36199591,24.6827307,92.5622753,North-Eastern Region
Assam,2024,1,Biswanath,105545,44686035,24.6827307,92.5622753,North-Eastern Region
Assam,2024,1,Jorhat,221581,26979648,26.7586112,94.20640848109768,North-Eastern Region
Assam,2024,2,Tinsukia,269522,89440983,27.5971709,95.566852920138,North-Eastern Region
Assam,2024,2,Lakhimpur,181983,86466056,27.2382645,94.1053145,North-Eastern Region
Assam,2024,2,Kamrup,300373,56818489,26.2074223,91.6771799,North-Eastern Region
Assam,2024,2,Kokrajhar,124463,65862182,26.2074223,91.6771799,North-Eastern Region
Assam,2024,2,Karbi Anglong,118573,60930051,26.0,93.5,North-Eastern Region
Assam,2024,2,Sivasagar,154585,23445066,26.0,93.5,North-Eastern Region
Assam,2024,2,Dibrugarh,313699,90677820,27.4881672,95.3623358,North-Eastern Region
Assam,2024,2,South Salmara Mancachar,59558,21704316,27.4881672,95.3623358,North-Eastern Region
Assam,2024,2,Nagaon,408632,54657060,27.4881672,95.3623358,North-Eastern Region
Assam,2024,2,Dhubri,210719,79586829,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2024,2,Golaghat,200568,74926733,26.5305611,93.9603353,North-Eastern Region
Assam,2024,2,Udalguri,118951,52936788,26.70472375,92.04215071409465,North-Eastern Region
Assam,2024,2,Majuli,27940,8579454,26.70472375,92.04215071409465,North-Eastern Region
Assam,2024,2,Sonitpur,316789,149855897,26.70472375,92.04215071409465,North-Eastern Region
Assam,2024,2,Hojai,130781,40931937,26.70472375,92.04215071409465,North-Eastern Region
Assam,2024,2,Marigaon,180029,55265903,26.70472375,92.04215071409465,North-Eastern Region
Assam,2024,2,Chirang,74768,56175695,26.70472375,92.04215071409465,North-Eastern Region
Assam,2024,2,Cachar,347107,56049409,25.083333,92.916667,North-Eastern Region
Assam,2024,2,Nalbari,137930,44596785,25.083333,92.916667,North-Eastern Region
Assam,2024,2,West Karbi Anglong,26520,45052764,25.083333,92.916667,North-Eastern Region
Assam,2024,2,Dhemaji,139189,51110425,27.5945155,94.71920979201424,North-Eastern Region
Assam,2024,2,Karimganj,183636,29934162,24.86648155,92.35121508187882,North-Eastern Region
Assam,2024,2,Bongaigaon,164998,26269641,24.86648155,92.35121508187882,North-Eastern Region
Assam,2024,2,Dima Hasao,48764,21509067,25.40036255,93.07522922678903,North-Eastern Region
Assam,2024,2,Baksa,154130,49560810,25.40036255,93.07522922678903,North-Eastern Region
Assam,2024,2,Charaideo,82847,22016040,25.40036255,93.07522922678903,North-Eastern Region
Assam,2024,2,Darrang,146887,96900974,26.75,92.5,North-Eastern Region
Assam,2024,2,Kamrup Metropolitan,1134211,17430973,26.75,92.5,North-Eastern Region
Assam,2024,2,Hailakandi,117597,17423475,24.6827307,92.5622753,North-Eastern Region
Assam,2024,2,Barpeta,362595,66182088,24.6827307,92.5622753,North-Eastern Region
Assam,2024,2,Goalpara,189310,43402002,24.6827307,92.5622753,North-Eastern Region
Assam,2024,2,Biswanath,109784,47470572,24.6827307,92.5622753,North-Eastern Region
Assam,2024,2,Jorhat,230436,25103422,26.7586112,94.20640848109768,North-Eastern Region
Assam,2024,3,Tinsukia,350223,38137220,27.5971709,95.566852920138,North-Eastern Region
Assam,2024,3,Lakhimpur,290248,42088501,27.2382645,94.1053145,North-Eastern Region
Assam,2024,3,Kamrup,503346,42656057,26.2074223,91.6771799,North-Eastern Region
Assam,2024,3,Kokrajhar,255663,44460844,26.2074223,91.6771799,North-Eastern Region
Assam,2024,3,Karbi Anglong,170316,51458526,26.0,93.5,North-Eastern Region
Assam,2024,3,Sivasagar,187005,13066697,26.0,93.5,North-Eastern Region
Assam,2024,3,Dibrugarh,373759,34947179,27.4881672,95.3623358,North-Eastern Region
Assam,2024,3,Nagaon,558602,22366689,27.4881672,95.3623358,North-Eastern Region
Assam,2024,3,Dhubri,457560,5814054,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2024,3,Golaghat,298006,30491544,26.5305611,93.9603353,North-Eastern Region
Assam,2024,3,Udalguri,194174,30394828,26.70472375,92.04215071409465,North-Eastern Region
Assam,2024,3,Morigaon,295397,22746242,,,North-Eastern Region
Assam,2024,3,Majuli,34078,10238380,26.70472375,92.04215071409465,North-Eastern Region
Assam,2024,3,Sonitpur,360775,56506978,26.70472375,92.04215071409465,North-Eastern Region
Assam,2024,3,Bajali,44812,1946254,,,North-Eastern Region
Assam,2024,3,Hojai,304206,4938879,26.70472375,92.04215071409465,North-Eastern Region
Assam,2024,3,Chirang,149747,27330609,26.70472375,92.04215071409465,North-Eastern Region
Assam,2024,3,Cachar,503200,44104964,25.083333,92.916667,North-Eastern Region
Assam,2024,3,Nalbari,202544,13696079,25.083333,92.916667,North-Eastern Region
Assam,2024,3,West Karbi Anglong,49093,49212320,25.083333,92.916667,North-Eastern Region
Assam,2024,3,Dhemaji,199331,32922879,27.5945155,94.71920979201424,North-Eastern Region
Assam,2024,3,Karimganj,290336,16853741,24.86648155,92.35121508187882,North-Eastern Region
Assam,2024,3,Bongaigaon,264567,9086135,24.86648155,92.35121508187882,North-Eastern Region
Assam,2024,3,Dima Hasao,74539,48860907,25.40036255,93.07522922678903,North-Eastern Region
Assam,2024,3,Baksa,175320,4961881,25.40036255,93.07522922678903,North-Eastern Region
Assam,2024,3,Charaideo,115111,3545578,25.40036255,93.07522922678903,North-Eastern Region
Assam,2024,3,Darrang,284355,8609982,26.75,92.5,North-Eastern Region
Assam,2024,3,Kamrup Metropolitan,1334268,25405646,26.75,92.5,North-Eastern Region
Assam,2024,3,Hailakandi,175224,14231653,24.6827307,92.5622753,North-Eastern Region
Assam,2024,3,South Salmara Mankachar,170969,8408224,,,North-Eastern Region
Assam,2024,3,Barpeta,540352,23938218,24.6827307,92.5622753,North-Eastern Region
Assam,2024,3,Goalpara,350819,30889452,24.6827307,92.5622753,North-Eastern Region
Assam,2024,3,Biswanath,211420,22810691,24.6827307,92.5622753,North-Eastern Region
Assam,2024,3,Jorhat,268659,16171068,26.7586112,94.20640848109768,North-Eastern Region
Assam,2024,3,Tamulpur,60754,1917207,,,North-Eastern Region
Assam,2024,4,Tinsukia,363224,27960821,27.5971709,95.566852920138,North-Eastern Region
Assam,2024,4,Lakhimpur,301901,24508610,27.2382645,94.1053145,North-Eastern Region
Assam,2024,4,Kamrup,522595,35775642,26.2074223,91.6771799,North-Eastern Region
Assam,2024,4,Kokrajhar,266931,20085894,26.2074223,91.6771799,North-Eastern Region
Assam,2024,4,Karbi Anglong,177347,12926349,26.0,93.5,North-Eastern Region
Assam,2024,4,Sivasagar,193924,12734641,26.0,93.5,North-Eastern Region
Assam,2024,4,Dibrugarh,387487,27182266,27.4881672,95.3623358,North-Eastern Region
Assam,2024,4,Nagaon,580140,52351334,27.4881672,95.3623358,North-Eastern Region
Assam,2024,4,Dhubri,473943,33152079,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2024,4,Golaghat,309656,24425031,26.5305611,93.9603353,North-Eastern Region
Assam,2024,4,Udalguri,202018,16368051,26.70472375,92.04215071409465,North-Eastern Region
Assam,2024,4,Morigaon,307064,28579525,,,North-Eastern Region
Assam,2024,4,Majuli,35623,2236602,26.70472375,92.04215071409465,North-Eastern Region
Assam,2024,4,Sonitpur,374004,33232903,26.70472375,92.04215071409465,North-Eastern Region
Assam,2024,4,Bajali,46620,1715699,,,North-Eastern Region
Assam,2024,4,Hojai,316203,24243977,26.70472375,92.04215071409465,North-Eastern Region
Assam,2024,4,Chirang,156141,13444282,26.70472375,92.04215071409465,North-Eastern Region
Assam,2024,4,Cachar,522779,40758350,25.083333,92.916667,North-Eastern Region
Assam,2024,4,Nalbari,209698,19616237,25.083333,92.916667,North-Eastern Region
Assam,2024,4,West Karbi Anglong,51555,6905987,25.083333,92.916667,North-Eastern Region
Assam,2024,4,Dhemaji,207473,14743273,27.5945155,94.71920979201424,North-Eastern Region
Assam,2024,4,Karimganj,301739,21153524,24.86648155,92.35121508187882,North-Eastern Region
Assam,2024,4,Bongaigaon,274361,17693417,24.86648155,92.35121508187882,North-Eastern Region
Assam,2024,4,Dima Hasao,77541,5002313,25.40036255,93.07522922678903,North-Eastern Region
Assam,2024,4,Baksa,183275,13173520,25.40036255,93.07522922678903,North-Eastern Region
Assam,2024,4,Charaideo,119529,7018973,25.40036255,93.07522922678903,North-Eastern Region
Assam,2024,4,Darrang,295373,20218693,26.75,92.5,North-Eastern Region
Assam,2024,4,Kamrup Metropolitan,1380871,83334109,26.75,92.5,North-Eastern Region
Assam,2024,4,Hailakandi,182431,14789107,24.6827307,92.5622753,North-Eastern Region
Assam,2024,4,South Salmara Mankachar,176145,14874152,,,North-Eastern Region
Assam,2024,4,Barpeta,558059,42787398,24.6827307,92.5622753,North-Eastern Region
Assam,2024,4,Goalpara,363792,24764277,24.6827307,92.5622753,North-Eastern Region
Assam,2024,4,Biswanath,220053,18111673,24.6827307,92.5622753,North-Eastern Region
Assam,2024,4,Jorhat,277958,14834201,26.7586112,94.20640848109768,North-Eastern Region
Assam,2024,4,Tamulpur,63474,4466549,,,North-Eastern Region
Bihar,2018,1,Madhepura,26881,0,26.7586112,94.20640848109768,Eastern Region
Bihar,2018,1,Purnia,51858,0,25.774436,87.410032125,Eastern Region
Bihar,2018,1,Nalanda,75201,0,25.4374355,85.2919909,Eastern Region
Bihar,2018,1,Buxar,27689,0,25.4374355,85.2919909,Eastern Region
Bihar,2018,1,Darbhanga,74414,0,25.4374355,85.2919909,Eastern Region
Bihar,2018,1,Nawada,32228,0,24.7270817,84.5693914,Eastern Region
Bihar,2018,1,Jamui,23266,0,24.7270817,84.5693914,Eastern Region
Bihar,2018,1,Sheikhpura,10567,0,24.7270817,84.5693914,Eastern Region
Bihar,2018,1,Siwan,52000,0,26.166667,84.5,Eastern Region
Bihar,2018,1,Muzaffarpur,125298,0,26.1667052,85.4166314,Eastern Region
Bihar,2018,1,Patna,425009,0,25.46737665,85.19581528126407,Eastern Region
Bihar,2018,1,Jehanabad,20394,0,25.46737665,85.19581528126407,Eastern Region
Bihar,2018,1,Rohtas,64983,0,24.93928775,84.01945448852067,Eastern Region
Bihar,2018,1,Begusarai,57409,0,25.5,86.25,Eastern Region
Bihar,2018,1,Supaul,29348,0,25.5,86.25,Eastern Region
Bihar,2018,1,Sitamarhi,47288,0,26.666667,85.5,Eastern Region
Bihar,2018,1,Saran,63245,0,25.6085763,85.1993479,Eastern Region
Bihar,2018,1,Arwal,11087,0,25.2320301,84.6775384,Eastern Region
Bihar,2018,1,Vaishali,67921,0,25.696274,85.2228359,Eastern Region
Bihar,2018,1,Pashchim Champaran,67656,0,27.0,84.5,Eastern Region
Bihar,2018,1,Gopalganj,41306,0,26.5,84.333333,Eastern Region
Bihar,2018,1,Lakhisarai,18119,0,25.2830169,86.0190997,Eastern Region
Bihar,2018,1,Aurangabad,42349,0,24.80340125,84.41113582469077,Eastern Region
Bihar,2018,1,Kaimur Bhabua,22464,0,24.75750955,83.72099680873878,Eastern Region
Bihar,2018,1,Araria,30576,0,26.3415664,87.9374027,Eastern Region
Bihar,2018,1,Munger,32219,0,25.3795105,86.4626467597708,Eastern Region
Bihar,2018,1,Katihar,44233,0,25.54325126556669,87.56777308657826,Eastern Region
Bihar,2018,1,Khagaria,25026,0,25.50877,86.4756484,Eastern Region
Bihar,2018,1,Saharsa,32380,0,25.8875611,86.5901104,Eastern Region
Bihar,2018,1,Bhagalpur,76063,0,25.0,86.916667,Eastern Region
Bihar,2018,1,Madhubani,66664,0,25.0,86.916667,Eastern Region
Bihar,2018,1,Kishanganj,16507,0,26.29863795,87.95314810923409,Eastern Region
Bihar,2018,1,Gaya,91015,0,25.6058077,85.088915,Eastern Region
Bihar,2018,1,Samastipur,76068,0,25.75,85.916667,Eastern Region
Bihar,2018,1,Banka,19504,0,24.8926007,86.9140729,Eastern Region
Bihar,2018,1,Purbi Champaran,87561,0,24.8926007,86.9140729,Eastern Region
Bihar,2018,1,Sheohar,7645,0,24.8926007,86.9140729,Eastern Region
Bihar,2018,1,Bhojpur,50363,0,25.25,84.25,Eastern Region
Bihar,2018,2,Madhepura,38981,0,26.7586112,94.20640848109768,Eastern Region
Bihar,2018,2,Purnia,74326,0,25.774436,87.410032125,Eastern Region
Bihar,2018,2,Nalanda,104076,0,25.4374355,85.2919909,Eastern Region
Bihar,2018,2,Buxar,40109,0,25.4374355,85.2919909,Eastern Region
Bihar,2018,2,Darbhanga,105558,0,25.4374355,85.2919909,Eastern Region
Bihar,2018,2,Nawada,46340,0,24.7270817,84.5693914,Eastern Region
Bihar,2018,2,Jamui,33706,0,24.7270817,84.5693914,Eastern Region
Bihar,2018,2,Sheikhpura,14713,0,24.7270817,84.5693914,Eastern Region
Bihar,2018,2,Siwan,76259,0,26.166667,84.5,Eastern Region
Bihar,2018,2,Muzaffarpur,172315,0,26.1667052,85.4166314,Eastern Region
Bihar,2018,2,Patna,568657,0,25.46737665,85.19581528126407,Eastern Region
Bihar,2018,2,Jehanabad,28922,0,25.46737665,85.19581528126407,Eastern Region
Bihar,2018,2,Rohtas,91120,0,24.93928775,84.01945448852067,Eastern Region
Bihar,2018,2,Begusarai,81209,0,25.5,86.25,Eastern Region
Bihar,2018,2,Supaul,42570,0,25.5,86.25,Eastern Region
Bihar,2018,2,Sitamarhi,66939,0,26.666667,85.5,Eastern Region
Bihar,2018,2,Saran,93576,0,25.6085763,85.1993479,Eastern Region
Bihar,2018,2,Arwal,15827,0,25.2320301,84.6775384,Eastern Region
Bihar,2018,2,Vaishali,96694,0,25.696274,85.2228359,Eastern Region
Bihar,2018,2,Pashchim Champaran,97301,0,27.0,84.5,Eastern Region
Bihar,2018,2,Gopalganj,60406,0,26.5,84.333333,Eastern Region
Bihar,2018,2,Lakhisarai,25672,0,25.2830169,86.0190997,Eastern Region
Bihar,2018,2,Aurangabad,60487,0,24.80340125,84.41113582469077,Eastern Region
Bihar,2018,2,Kaimur Bhabua,32462,0,24.75750955,83.72099680873878,Eastern Region
Bihar,2018,2,Araria,45568,0,26.3415664,87.9374027,Eastern Region
Bihar,2018,2,Munger,46015,0,25.3795105,86.4626467597708,Eastern Region
Bihar,2018,2,Katihar,64523,0,25.54325126556669,87.56777308657826,Eastern Region
Bihar,2018,2,Khagaria,36519,0,25.50877,86.4756484,Eastern Region
Bihar,2018,2,Saharsa,46151,0,25.8875611,86.5901104,Eastern Region
Bihar,2018,2,Bhagalpur,106461,0,25.0,86.916667,Eastern Region
Bihar,2018,2,Madhubani,95726,0,25.0,86.916667,Eastern Region
Bihar,2018,2,Kishanganj,24807,0,26.29863795,87.95314810923409,Eastern Region
Bihar,2018,2,Gaya,126422,0,25.6058077,85.088915,Eastern Region
Bihar,2018,2,Samastipur,107143,0,25.75,85.916667,Eastern Region
Bihar,2018,2,Banka,28923,0,24.8926007,86.9140729,Eastern Region
Bihar,2018,2,Purbi Champaran,125890,0,24.8926007,86.9140729,Eastern Region
Bihar,2018,2,Sheohar,10733,0,24.8926007,86.9140729,Eastern Region
Bihar,2018,2,Bhojpur,72766,0,25.25,84.25,Eastern Region
Bihar,2018,3,Madhepura,49663,0,26.7586112,94.20640848109768,Eastern Region
Bihar,2018,3,Purnia,94363,0,25.774436,87.410032125,Eastern Region
Bihar,2018,3,Nalanda,128472,0,25.4374355,85.2919909,Eastern Region
Bihar,2018,3,Buxar,51486,0,25.4374355,85.2919909,Eastern Region
Bihar,2018,3,Darbhanga,132803,0,25.4374355,85.2919909,Eastern Region
Bihar,2018,3,Nawada,59996,0,24.7270817,84.5693914,Eastern Region
Bihar,2018,3,Jamui,43752,0,24.7270817,84.5693914,Eastern Region
Bihar,2018,3,Sheikhpura,18723,0,24.7270817,84.5693914,Eastern Region
Bihar,2018,3,Siwan,98993,0,26.166667,84.5,Eastern Region
Bihar,2018,3,Muzaffarpur,211519,0,26.1667052,85.4166314,Eastern Region
Bihar,2018,3,Patna,684421,0,25.46737665,85.19581528126407,Eastern Region
Bihar,2018,3,Jehanabad,36542,0,25.46737665,85.19581528126407,Eastern Region
Bihar,2018,3,Rohtas,115023,0,24.93928775,84.01945448852067,Eastern Region
Bihar,2018,3,Begusarai,102517,0,25.5,86.25,Eastern Region
Bihar,2018,3,Supaul,55126,0,25.5,86.25,Eastern Region
Bihar,2018,3,Sitamarhi,86343,0,26.666667,85.5,Eastern Region
Bihar,2018,3,Saran,123407,0,25.6085763,85.1993479,Eastern Region
Bihar,2018,3,Arwal,20402,0,25.2320301,84.6775384,Eastern Region
Bihar,2018,3,Vaishali,122105,0,25.696274,85.2228359,Eastern Region
Bihar,2018,3,Pashchim Champaran,124955,0,27.0,84.5,Eastern Region
Bihar,2018,3,Gopalganj,77944,0,26.5,84.333333,Eastern Region
Bihar,2018,3,Lakhisarai,32649,0,25.2830169,86.0190997,Eastern Region
Bihar,2018,3,Aurangabad,78109,0,24.80340125,84.41113582469077,Eastern Region
Bihar,2018,3,Kaimur Bhabua,42159,0,24.75750955,83.72099680873878,Eastern Region
Bihar,2018,3,Araria,60052,0,26.3415664,87.9374027,Eastern Region
Bihar,2018,3,Munger,57422,0,25.3795105,86.4626467597708,Eastern Region
Bihar,2018,3,Katihar,81567,0,25.54325126556669,87.56777308657826,Eastern Region
Bihar,2018,3,Khagaria,46130,0,25.50877,86.4756484,Eastern Region
Bihar,2018,3,Saharsa,58234,0,25.8875611,86.5901104,Eastern Region
Bihar,2018,3,Bhagalpur,131270,0,25.0,86.916667,Eastern Region
Bihar,2018,3,Madhubani,123044,0,25.0,86.916667,Eastern Region
Bihar,2018,3,Kishanganj,33293,0,26.29863795,87.95314810923409,Eastern Region
Bihar,2018,3,Gaya,160375,0,25.6058077,85.088915,Eastern Region
Bihar,2018,3,Samastipur,134680,0,25.75,85.916667,Eastern Region
Bihar,2018,3,Banka,37816,0,24.8926007,86.9140729,Eastern Region
Bihar,2018,3,Purbi Champaran,162122,0,24.8926007,86.9140729,Eastern Region
Bihar,2018,3,Sheohar,14106,0,24.8926007,86.9140729,Eastern Region
Bihar,2018,3,Bhojpur,92952,0,25.25,84.25,Eastern Region
Bihar,2018,4,Madhepura,62629,0,26.7586112,94.20640848109768,Eastern Region
Bihar,2018,4,Purnia,117803,0,25.774436,87.410032125,Eastern Region
Bihar,2018,4,Nalanda,160167,0,25.4374355,85.2919909,Eastern Region
Bihar,2018,4,Buxar,66750,0,25.4374355,85.2919909,Eastern Region
Bihar,2018,4,Darbhanga,167302,0,25.4374355,85.2919909,Eastern Region
Bihar,2018,4,Nawada,77511,0,24.7270817,84.5693914,Eastern Region
Bihar,2018,4,Jamui,57118,0,24.7270817,84.5693914,Eastern Region
Bihar,2018,4,Sheikhpura,24007,0,24.7270817,84.5693914,Eastern Region
