State,Year,Quarter,District,Registered_users,App_opens,Latitude,Longitude,Region
Andaman And Nicobar Islands,2018,1,North and Middle Andaman,632,0,,,Southern Region
Andaman And Nicobar Islands,2018,1,South Andaman,5846,0,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2018,1,Nicobars,262,0,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2018,2,North and Middle Andaman,911,0,,,Southern Region
Andaman And Nicobar Islands,2018,2,South Andaman,8143,0,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2018,2,Nicobars,351,0,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2018,3,North and Middle Andaman,1208,0,,,Southern Region
Andaman And Nicobar Islands,2018,3,South Andaman,10474,0,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2018,3,Nicobars,467,0,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2018,4,North and Middle Andaman,1553,0,,,Southern Region
Andaman And Nicobar Islands,2018,4,South Andaman,13133,0,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2018,4,Nicobars,536,0,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2019,1,North and Middle Andaman,2013,0,,,Southern Region
Andaman And Nicobar Islands,2019,1,South Andaman,15961,0,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2019,1,Nicobars,622,0,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2019,2,North and Middle Andaman,2417,6118,,,Southern Region
Andaman And Nicobar Islands,2019,2,South Andaman,18621,43569,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2019,2,Nicobars,693,2953,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2019,3,North and Middle Andaman,2662,22064,,,Southern Region
Andaman And Nicobar Islands,2019,3,South Andaman,20518,138190,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2019,3,Nicobars,751,10853,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2019,4,North and Middle Andaman,2955,26253,,,Southern Region
Andaman And Nicobar Islands,2019,4,South Andaman,22202,139646,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2019,4,Nicobars,803,11113,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2020,1,North and Middle Andaman,3315,30444,,,Southern Region
Andaman And Nicobar Islands,2020,1,South Andaman,24174,151529,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2020,1,Nicobars,879,11613,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2020,2,North and Middle Andaman,4100,56992,,,Southern Region
Andaman And Nicobar Islands,2020,2,South Andaman,27626,231071,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2020,2,Nicobars,984,17009,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2020,3,North and Middle Andaman,5355,76553,,,Southern Region
Andaman And Nicobar Islands,2020,3,South Andaman,34833,417785,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2020,3,Nicobars,1147,21227,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2020,4,North and Middle Andaman,7076,125915,,,Southern Region
Andaman And Nicobar Islands,2020,4,South Andaman,43908,725321,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2020,4,Nicobars,1412,35972,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2021,1,North and Middle Andaman,7833,121680,,,Southern Region
Andaman And Nicobar Islands,2021,1,South Andaman,48352,837589,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2021,1,Nicobars,1573,45067,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2021,2,North and Middle Andaman,8493,596182,,,Southern Region
Andaman And Nicobar Islands,2021,2,South Andaman,51903,1270226,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2021,2,Nicobars,1699,381815,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2021,3,North and Middle Andaman,9263,759314,,,Southern Region
Andaman And Nicobar Islands,2021,3,South Andaman,55873,1771107,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2021,3,Nicobars,1846,591204,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2021,4,North and Middle Andaman,10002,171921,,,Southern Region
Andaman And Nicobar Islands,2021,4,South Andaman,59807,1863037,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2021,4,Nicobars,1971,77952,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2022,1,North and Middle Andaman,10720,904869,,,Southern Region
Andaman And Nicobar Islands,2022,1,South Andaman,63487,2368756,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2022,1,Nicobars,2081,573782,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2022,2,North and Middle Andaman,11379,963824,,,Southern Region
Andaman And Nicobar Islands,2022,2,South Andaman,66959,3404740,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2022,2,Nicobars,2192,811449,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2022,3,North and Middle Andaman,11897,1176567,,,Southern Region
Andaman And Nicobar Islands,2022,3,South Andaman,70445,3607286,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2022,3,Nicobars,2300,1284501,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2022,4,North and Middle Andaman,12361,313502,,,Southern Region
Andaman And Nicobar Islands,2022,4,South Andaman,73692,3881359,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2022,4,Nicobars,2389,159232,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2023,1,North and Middle Andaman,12941,3103047,,,Southern Region
Andaman And Nicobar Islands,2023,1,South Andaman,77052,5450795,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2023,1,Nicobars,2491,2458822,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2023,2,North and Middle Andaman,13600,3174229,,,Southern Region
Andaman And Nicobar Islands,2023,2,South Andaman,80112,6884657,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2023,2,Nicobars,2617,4679790,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2023,3,North and Middle Andaman,14216,7130284,,,Southern Region
Andaman And Nicobar Islands,2023,3,South Andaman,83305,5950899,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2023,3,Nicobars,2734,7463896,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2023,4,North and Middle Andaman,14813,1869462,,,Southern Region
Andaman And Nicobar Islands,2023,4,South Andaman,86348,7452861,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2023,4,Nicobars,2817,523637,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2024,1,North and Middle Andaman,15539,9022450,,,Southern Region
Andaman And Nicobar Islands,2024,1,South Andaman,89907,12147903,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2024,1,Nicobars,2965,7368398,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2024,2,North and Middle Andaman,16183,6159746,,,Southern Region
Andaman And Nicobar Islands,2024,2,South Andaman,93421,6749599,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2024,2,Nicobars,3083,3967538,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2024,3,North and Middle Andaman,21728,9789799,,,Southern Region
Andaman And Nicobar Islands,2024,3,South Andaman,143250,6545536,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2024,3,Nicobar,7495,3219511,,,Southern Region
Andaman And Nicobar Islands,2024,4,North and Middle Andaman,22547,2194985,,,Southern Region
Andaman And Nicobar Islands,2024,4,South Andaman,148543,15101583,10.7056905,92.48746789633373,Southern Region
Andaman And Nicobar Islands,2024,4,Nicobar,7698,1395115,,,Southern Region
Andhra Pradesh,2018,1,East Godavari,350356,0,17.233496,81.7225986,Southern Region
Andhra Pradesh,2018,1,Srikakulam,143839,0,17.233496,81.7225986,Southern Region
Andhra Pradesh,2018,1,Visakhapatnam,497187,0,18.110744,83.386585,Southern Region
Andhra Pradesh,2018,1,Prakasam,189949,0,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2018,1,Anantapur,241192,0,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2018,1,Kurnool,240133,0,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2018,1,Guntur,317065,0,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2018,1,Krishna,323673,0,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2018,1,Spsr Nellore,194475,0,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2018,1,Vizianagaram,128905,0,18.110744,83.386585,Southern Region
Andhra Pradesh,2018,1,Ysr,186800,0,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2018,1,West Godavari,213335,0,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2018,1,Chittoor,309541,0,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2018,2,East Godavari,454398,0,17.233496,81.7225986,Southern Region
Andhra Pradesh,2018,2,Srikakulam,186913,0,17.233496,81.7225986,Southern Region
Andhra Pradesh,2018,2,Visakhapatnam,636052,0,18.110744,83.386585,Southern Region
Andhra Pradesh,2018,2,Prakasam,253458,0,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2018,2,Anantapur,326383,0,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2018,2,Kurnool,319313,0,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2018,2,Guntur,420326,0,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2018,2,Krishna,431965,0,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2018,2,Spsr Nellore,261049,0,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2018,2,Vizianagaram,167327,0,18.110744,83.386585,Southern Region
Andhra Pradesh,2018,2,Ysr,248657,0,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2018,2,West Godavari,282393,0,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2018,2,Chittoor,414306,0,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2018,3,East Godavari,558982,0,17.233496,81.7225986,Southern Region
Andhra Pradesh,2018,3,Srikakulam,228456,0,17.233496,81.7225986,Southern Region
Andhra Pradesh,2018,3,Visakhapatnam,769096,0,18.110744,83.386585,Southern Region
Andhra Pradesh,2018,3,Prakasam,314899,0,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2018,3,Anantapur,405855,0,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2018,3,Kurnool,394311,0,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2018,3,Guntur,518931,0,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2018,3,Krishna,537086,0,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2018,3,Spsr Nellore,322446,0,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2018,3,Vizianagaram,203655,0,18.110744,83.386585,Southern Region
Andhra Pradesh,2018,3,Ysr,308391,0,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2018,3,West Godavari,349782,0,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2018,3,Chittoor,515727,0,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2018,4,East Godavari,694455,0,17.233496,81.7225986,Southern Region
Andhra Pradesh,2018,4,Srikakulam,284874,0,17.233496,81.7225986,Southern Region
Andhra Pradesh,2018,4,Visakhapatnam,978288,0,18.110744,83.386585,Southern Region
Andhra Pradesh,2018,4,Prakasam,394962,0,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2018,4,Anantapur,510892,0,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2018,4,Kurnool,498582,0,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2018,4,Guntur,659552,0,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2018,4,Krishna,682479,0,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2018,4,Spsr Nellore,407495,0,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2018,4,Vizianagaram,257824,0,18.110744,83.386585,Southern Region
Andhra Pradesh,2018,4,Ysr,387058,0,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2018,4,West Godavari,435668,0,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2018,4,Chittoor,665280,0,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2019,1,East Godavari,839277,0,17.233496,81.7225986,Southern Region
Andhra Pradesh,2019,1,Srikakulam,345775,0,17.233496,81.7225986,Southern Region
Andhra Pradesh,2019,1,Visakhapatnam,1174517,0,18.110744,83.386585,Southern Region
Andhra Pradesh,2019,1,Prakasam,474260,0,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2019,1,Anantapur,612162,0,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2019,1,Kurnool,599422,0,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2019,1,Guntur,802394,0,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2019,1,Krishna,833694,0,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2019,1,Spsr Nellore,491908,0,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2019,1,Vizianagaram,313334,0,18.110744,83.386585,Southern Region
Andhra Pradesh,2019,1,Ysr,460590,0,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2019,1,West Godavari,523372,0,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2019,1,Chittoor,812314,0,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2019,2,East Godavari,945181,7156762,17.233496,81.7225986,Southern Region
Andhra Pradesh,2019,2,Srikakulam,392764,3230330,17.233496,81.7225986,Southern Region
Andhra Pradesh,2019,2,Visakhapatnam,1318740,13681907,18.110744,83.386585,Southern Region
Andhra Pradesh,2019,2,Prakasam,539462,4488365,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2019,2,Anantapur,695114,6056591,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2019,2,Kurnool,680118,6240480,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2019,2,Guntur,915256,7268875,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2019,2,Krishna,952300,7822632,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2019,2,Spsr Nellore,558303,4774473,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2019,2,Vizianagaram,355058,3541678,18.110744,83.386585,Southern Region
Andhra Pradesh,2019,2,Ysr,519031,4345848,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2019,2,West Godavari,592185,3853094,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2019,2,Chittoor,925491,8914216,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2019,3,East Godavari,1057167,28275322,17.233496,81.7225986,Southern Region
Andhra Pradesh,2019,3,Srikakulam,437939,11813195,17.233496,81.7225986,Southern Region
Andhra Pradesh,2019,3,Visakhapatnam,1460464,54836001,18.110744,83.386585,Southern Region
Andhra Pradesh,2019,3,Prakasam,598568,16267041,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2019,3,Anantapur,773656,22845084,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2019,3,Kurnool,755024,22827473,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2019,3,Guntur,1026418,28477132,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2019,3,Krishna,1066546,30077671,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2019,3,Spsr Nellore,619592,17768733,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2019,3,Vizianagaram,394375,13065845,18.110744,83.386585,Southern Region
Andhra Pradesh,2019,3,Ysr,574109,15833900,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2019,3,West Godavari,662102,14227407,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2019,3,Chittoor,1032733,34638738,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2019,4,East Godavari,1195228,38299189,17.233496,81.7225986,Southern Region
Andhra Pradesh,2019,4,Srikakulam,496266,16353822,17.233496,81.7225986,Southern Region
Andhra Pradesh,2019,4,Visakhapatnam,1620235,70749983,18.110744,83.386585,Southern Region
Andhra Pradesh,2019,4,Prakasam,673522,21639748,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2019,4,Anantapur,873033,30278539,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2019,4,Kurnool,846885,29676997,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2019,4,Guntur,1158708,37846179,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2019,4,Krishna,1199971,39407473,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2019,4,Spsr Nellore,697154,23608360,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2019,4,Vizianagaram,443810,17515311,18.110744,83.386585,Southern Region
Andhra Pradesh,2019,4,Ysr,646642,21543798,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2019,4,West Godavari,750078,19393528,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2019,4,Chittoor,1156351,44888591,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2020,1,East Godavari,1329664,46142746,17.233496,81.7225986,Southern Region
Andhra Pradesh,2020,1,Srikakulam,552007,20975989,17.233496,81.7225986,Southern Region
Andhra Pradesh,2020,1,Visakhapatnam,1763581,77558624,18.110744,83.386585,Southern Region
Andhra Pradesh,2020,1,Prakasam,748655,26870693,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2020,1,Anantapur,971850,36900103,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2020,1,Kurnool,936293,34198350,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2020,1,Guntur,1289678,45282758,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2020,1,Krishna,1331602,46079408,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2020,1,Spsr Nellore,775440,28879364,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2020,1,Vizianagaram,490683,21562104,18.110744,83.386585,Southern Region
Andhra Pradesh,2020,1,Ysr,717865,26166193,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2020,1,West Godavari,843835,24542868,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2020,1,Chittoor,1270907,51354573,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2020,2,East Godavari,1459116,45884498,17.233496,81.7225986,Southern Region
Andhra Pradesh,2020,2,Srikakulam,608002,23808009,17.233496,81.7225986,Southern Region
Andhra Pradesh,2020,2,Visakhapatnam,1904719,69684456,18.110744,83.386585,Southern Region
Andhra Pradesh,2020,2,Prakasam,830709,32255276,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2020,2,Anantapur,1076953,39704703,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2020,2,Kurnool,1035093,36268390,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2020,2,Guntur,1426271,44267596,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2020,2,Krishna,1459041,41234166,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2020,2,Spsr Nellore,854459,30816403,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2020,2,Vizianagaram,537798,24370380,18.110744,83.386585,Southern Region
Andhra Pradesh,2020,2,Ysr,796769,29644037,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2020,2,West Godavari,944829,26583613,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2020,2,Chittoor,1385916,49820171,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2020,3,East Godavari,1601940,64292857,17.233496,81.7225986,Southern Region
Andhra Pradesh,2020,3,Srikakulam,667858,31794753,17.233496,81.7225986,Southern Region
Andhra Pradesh,2020,3,Visakhapatnam,2058346,102589371,18.110744,83.386585,Southern Region
Andhra Pradesh,2020,3,Prakasam,915240,44970519,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2020,3,Anantapur,1186851,55714787,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2020,3,Kurnool,1132240,49164718,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2020,3,Guntur,1567595,62427501,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2020,3,Krishna,1599289,61028114,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2020,3,Spsr Nellore,937176,43951448,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2020,3,Vizianagaram,587784,31199437,18.110744,83.386585,Southern Region
Andhra Pradesh,2020,3,Ysr,877909,41578067,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2020,3,West Godavari,1053674,38126238,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2020,3,Chittoor,1506503,69462572,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2020,4,East Godavari,1746280,82605352,17.233496,81.7225986,Southern Region
Andhra Pradesh,2020,4,Srikakulam,726761,36770992,17.233496,81.7225986,Southern Region
Andhra Pradesh,2020,4,Visakhapatnam,2209658,124730170,18.110744,83.386585,Southern Region
Andhra Pradesh,2020,4,Prakasam,999462,52839846,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2020,4,Anantapur,1295872,69562398,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2020,4,Kurnool,1230466,60615045,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2020,4,Guntur,1712940,81291172,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2020,4,Krishna,1744028,81787771,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2020,4,Spsr Nellore,1022944,54765443,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2020,4,Vizianagaram,634462,35110885,18.110744,83.386585,Southern Region
Andhra Pradesh,2020,4,Ysr,959182,49596303,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2020,4,West Godavari,1163179,51170162,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2020,4,Chittoor,1631331,88232999,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2021,1,East Godavari,1878769,91478749,17.233496,81.7225986,Southern Region
Andhra Pradesh,2021,1,Srikakulam,782604,40590058,17.233496,81.7225986,Southern Region
Andhra Pradesh,2021,1,Visakhapatnam,2368081,135908324,18.110744,83.386585,Southern Region
Andhra Pradesh,2021,1,Prakasam,1075936,56911479,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2021,1,Anantapur,1394849,73375049,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2021,1,Kurnool,1323411,65326230,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2021,1,Guntur,1843237,92731167,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2021,1,Krishna,1876458,92941553,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2021,1,Spsr Nellore,1100541,60691988,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2021,1,Vizianagaram,681621,37752539,18.110744,83.386585,Southern Region
Andhra Pradesh,2021,1,Ysr,1032689,53525815,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2021,1,West Godavari,1254117,57392671,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2021,1,Chittoor,1751420,99083825,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2021,2,East Godavari,2006272,84705076,17.233496,81.7225986,Southern Region
Andhra Pradesh,2021,2,Srikakulam,837958,43740255,17.233496,81.7225986,Southern Region
Andhra Pradesh,2021,2,Visakhapatnam,2526830,114313154,18.110744,83.386585,Southern Region
Andhra Pradesh,2021,2,Prakasam,1151232,76850749,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2021,2,Anantapur,1492738,104568606,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2021,2,Kurnool,1415585,81894678,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2021,2,Guntur,1968681,88248064,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2021,2,Krishna,2002662,85771678,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2021,2,Spsr Nellore,1176334,74049216,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2021,2,Vizianagaram,729509,42684475,18.110744,83.386585,Southern Region
Andhra Pradesh,2021,2,Ysr,1103004,72255265,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2021,2,West Godavari,1339377,65118788,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2021,2,Chittoor,1870723,110505432,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2021,3,East Godavari,2150622,103626560,17.233496,81.7225986,Southern Region
Andhra Pradesh,2021,3,Srikakulam,902008,48622126,17.233496,81.7225986,Southern Region
Andhra Pradesh,2021,3,Visakhapatnam,2707931,139540800,18.110744,83.386585,Southern Region
Andhra Pradesh,2021,3,Prakasam,1239147,91533813,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2021,3,Anantapur,1606735,124985545,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2021,3,Kurnool,1522196,101210508,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2021,3,Guntur,2110878,106621413,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2021,3,Krishna,2145423,104358295,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2021,3,Spsr Nellore,1263550,90102349,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2021,3,Vizianagaram,784444,46277311,18.110744,83.386585,Southern Region
Andhra Pradesh,2021,3,Ysr,1183377,86369956,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2021,3,West Godavari,1436576,80244808,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2021,3,Chittoor,2007011,135043395,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2021,4,East Godavari,2294347,142536856,17.233496,81.7225986,Southern Region
Andhra Pradesh,2021,4,Srikakulam,965335,61654215,17.233496,81.7225986,Southern Region
Andhra Pradesh,2021,4,Visakhapatnam,2888774,188757640,18.110744,83.386585,Southern Region
Andhra Pradesh,2021,4,Prakasam,1325728,86410317,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2021,4,Anantapur,1719437,120768682,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2021,4,Kurnool,1628242,97379271,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2021,4,Guntur,2252443,130920743,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2021,4,Krishna,2288148,134436469,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2021,4,Spsr Nellore,1349290,90814672,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2021,4,Vizianagaram,839606,56101822,18.110744,83.386585,Southern Region
Andhra Pradesh,2021,4,Ysr,1262963,83534122,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2021,4,West Godavari,1532898,100007280,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2021,4,Chittoor,2141818,154395512,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2022,1,East Godavari,2432305,87134562,17.233496,81.7225986,Southern Region
Andhra Pradesh,2022,1,Srikakulam,1027283,46691467,17.233496,81.7225986,Southern Region
Andhra Pradesh,2022,1,Visakhapatnam,3061324,88803090,18.110744,83.386585,Southern Region
Andhra Pradesh,2022,1,Prakasam,1408929,104851997,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2022,1,Anantapur,1827094,155792533,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2022,1,Kurnool,1729513,119653214,15.8344103,78.0499956,Southern Region
