State,Year,Quarter,Pincode,Registered_users,Region
Bihar,2021,4,842001,118411,Eastern Region
Bihar,2021,4,846004,113937,Eastern Region
Bihar,2021,4,801503,112216,Eastern Region
Bihar,2021,4,802301,112066,Eastern Region
Bihar,2022,1,800001,374585,Eastern Region
Bihar,2022,1,800006,244496,Eastern Region
Bihar,2022,1,800020,226982,Eastern Region
Bihar,2022,1,845401,199667,Eastern Region
Bihar,2022,1,845438,164043,Eastern Region
Bihar,2022,1,823001,138345,Eastern Region
Bihar,2022,1,842001,125613,Eastern Region
Bihar,2022,1,846004,120989,Eastern Region
Bihar,2022,1,802301,119021,Eastern Region
Bihar,2022,1,801503,118829,Eastern Region
Bihar,2022,2,800001,394289,Eastern Region
Bihar,2022,2,800006,257919,Eastern Region
Bihar,2022,2,800020,239192,Eastern Region
Bihar,2022,2,845401,211280,Eastern Region
Bihar,2022,2,845438,173688,Eastern Region
Bihar,2022,2,823001,145953,Eastern Region
Bihar,2022,2,842001,132578,Eastern Region
Bihar,2022,2,846004,127805,Eastern Region
Bihar,2022,2,802301,125702,Eastern Region
Bihar,2022,2,801503,125223,Eastern Region
Bihar,2022,3,800001,414926,Eastern Region
Bihar,2022,3,800006,272017,Eastern Region
Bihar,2022,3,800020,251896,Eastern Region
Bihar,2022,3,845401,223461,Eastern Region
Bihar,2022,3,845438,183758,Eastern Region
Bihar,2022,3,823001,153810,Eastern Region
Bihar,2022,3,842001,139844,Eastern Region
Bihar,2022,3,846004,134888,Eastern Region
Bihar,2022,3,802301,132748,Eastern Region
Bihar,2022,3,801503,131911,Eastern Region
Bihar,2022,4,800001,435858,Eastern Region
Bihar,2022,4,800006,286403,Eastern Region
Bihar,2022,4,800020,264853,Eastern Region
Bihar,2022,4,845401,235479,Eastern Region
Bihar,2022,4,845438,193467,Eastern Region
Bihar,2022,4,823001,161778,Eastern Region
Bihar,2022,4,842001,147230,Eastern Region
Bihar,2022,4,846004,142051,Eastern Region
Bihar,2022,4,802301,139772,Eastern Region
Bihar,2022,4,801503,138639,Eastern Region
Bihar,2023,1,800001,455854,Eastern Region
Bihar,2023,1,800006,300230,Eastern Region
Bihar,2023,1,800020,277169,Eastern Region
Bihar,2023,1,845401,246901,Eastern Region
Bihar,2023,1,845438,203029,Eastern Region
Bihar,2023,1,823001,169449,Eastern Region
Bihar,2023,1,842001,154271,Eastern Region
Bihar,2023,1,846004,148858,Eastern Region
Bihar,2023,1,802301,146579,Eastern Region
Bihar,2023,1,801503,144944,Eastern Region
Bihar,2023,2,800001,472016,Eastern Region
Bihar,2023,2,800006,311558,Eastern Region
Bihar,2023,2,800020,287226,Eastern Region
Bihar,2023,2,845401,256921,Eastern Region
Bihar,2023,2,845438,211285,Eastern Region
Bihar,2023,2,823001,175779,Eastern Region
Bihar,2023,2,842001,160164,Eastern Region
Bihar,2023,2,846004,154656,Eastern Region
Bihar,2023,2,802301,152195,Eastern Region
Bihar,2023,2,801503,150388,Eastern Region
Bihar,2023,3,800001,489967,Eastern Region
Bihar,2023,3,800006,323960,Eastern Region
Bihar,2023,3,800020,298213,Eastern Region
Bihar,2023,3,845401,267457,Eastern Region
Bihar,2023,3,845438,220063,Eastern Region
Bihar,2023,3,823001,182756,Eastern Region
Bihar,2023,3,842001,166557,Eastern Region
Bihar,2023,3,846004,160667,Eastern Region
Bihar,2023,3,802301,158488,Eastern Region
Bihar,2023,3,801503,156227,Eastern Region
Bihar,2023,4,800001,505940,Eastern Region
Bihar,2023,4,800006,335209,Eastern Region
Bihar,2023,4,800020,308191,Eastern Region
Bihar,2023,4,845401,276952,Eastern Region
Bihar,2023,4,845438,227990,Eastern Region
Bihar,2023,4,823001,188992,Eastern Region
Bihar,2023,4,842001,172397,Eastern Region
Bihar,2023,4,846004,166478,Eastern Region
Bihar,2023,4,802301,164095,Eastern Region
Bihar,2023,4,801503,161538,Eastern Region
Bihar,2024,1,800001,524465,Eastern Region
Bihar,2024,1,800006,348192,Eastern Region
Bihar,2024,1,800020,319873,Eastern Region
Bihar,2024,1,845401,288419,Eastern Region
Bihar,2024,1,845438,237551,Eastern Region
Bihar,2024,1,823001,196368,Eastern Region
Bihar,2024,1,842001,179344,Eastern Region
Bihar,2024,1,846004,172938,Eastern Region
Bihar,2024,1,802301,170583,Eastern Region
Bihar,2024,1,801503,167806,Eastern Region
Bihar,2024,2,800001,543315,Eastern Region
Bihar,2024,2,800006,360950,Eastern Region
Bihar,2024,2,800020,331336,Eastern Region
Bihar,2024,2,845401,299257,Eastern Region
Bihar,2024,2,845438,246484,Eastern Region
Bihar,2024,2,823001,203574,Eastern Region
Bihar,2024,2,842001,186146,Eastern Region
Bihar,2024,2,846004,179401,Eastern Region
Bihar,2024,2,802301,176952,Eastern Region
Bihar,2024,2,801503,173770,Eastern Region
Bihar,2024,3,800001,478115,Eastern Region
Bihar,2024,3,823001,351211,Eastern Region
Bihar,2024,3,845401,330558,Eastern Region
Bihar,2024,3,800006,308163,Eastern Region
Bihar,2024,3,800020,237898,Eastern Region
Bihar,2024,3,800007,214781,Eastern Region
Bihar,2024,3,843302,202753,Eastern Region
Bihar,2024,3,802301,197129,Eastern Region
Bihar,2024,3,842001,189671,Eastern Region
Bihar,2024,3,845438,184606,Eastern Region
Bihar,2024,4,800001,491519,Eastern Region
Bihar,2024,4,823001,362262,Eastern Region
Bihar,2024,4,845401,343290,Eastern Region
Bihar,2024,4,800006,313810,Eastern Region
Bihar,2024,4,800020,243821,Eastern Region
Bihar,2024,4,800007,221544,Eastern Region
Bihar,2024,4,843302,211048,Eastern Region
Bihar,2024,4,802301,203971,Eastern Region
Bihar,2024,4,842001,196786,Eastern Region
Bihar,2024,4,845438,191980,Eastern Region
Chandigarh,2018,1,160101,11805,Northern Region
Chandigarh,2018,1,160002,10228,Northern Region
Chandigarh,2018,1,160036,9118,Northern Region
Chandigarh,2018,1,160047,8701,Northern Region
Chandigarh,2018,1,160022,7205,Northern Region
Chandigarh,2018,1,160014,5082,Northern Region
Chandigarh,2018,1,160015,3791,Northern Region
Chandigarh,2018,1,160030,3568,Northern Region
Chandigarh,2018,1,160019,3384,Northern Region
Chandigarh,2018,1,160020,3161,Northern Region
Chandigarh,2018,2,160101,15846,Northern Region
Chandigarh,2018,2,160002,13532,Northern Region
Chandigarh,2018,2,160036,12172,Northern Region
Chandigarh,2018,2,160047,11636,Northern Region
Chandigarh,2018,2,160022,9558,Northern Region
Chandigarh,2018,2,160014,7019,Northern Region
Chandigarh,2018,2,160015,4883,Northern Region
Chandigarh,2018,2,160030,4840,Northern Region
Chandigarh,2018,2,160019,4407,Northern Region
Chandigarh,2018,2,160020,4165,Northern Region
Chandigarh,2018,3,160101,19810,Northern Region
Chandigarh,2018,3,160002,16929,Northern Region
Chandigarh,2018,3,160036,15103,Northern Region
Chandigarh,2018,3,160047,14492,Northern Region
Chandigarh,2018,3,160022,11963,Northern Region
Chandigarh,2018,3,160014,8884,Northern Region
Chandigarh,2018,3,160015,6087,Northern Region
Chandigarh,2018,3,160030,5895,Northern Region
Chandigarh,2018,3,160019,5610,Northern Region
Chandigarh,2018,3,160020,5211,Northern Region
Chandigarh,2018,4,160101,24670,Northern Region
Chandigarh,2018,4,160002,21350,Northern Region
Chandigarh,2018,4,160036,18721,Northern Region
Chandigarh,2018,4,160047,17732,Northern Region
Chandigarh,2018,4,160022,14640,Northern Region
Chandigarh,2018,4,160014,11285,Northern Region
Chandigarh,2018,4,160015,7435,Northern Region
Chandigarh,2018,4,160030,7194,Northern Region
Chandigarh,2018,4,160019,6759,Northern Region
Chandigarh,2018,4,160020,6374,Northern Region
Chandigarh,2019,1,160101,29177,Northern Region
Chandigarh,2019,1,160002,25286,Northern Region
Chandigarh,2019,1,160036,22093,Northern Region
Chandigarh,2019,1,160047,20696,Northern Region
Chandigarh,2019,1,160022,17171,Northern Region
Chandigarh,2019,1,160014,13548,Northern Region
Chandigarh,2019,1,160015,8582,Northern Region
Chandigarh,2019,1,160030,8239,Northern Region
Chandigarh,2019,1,160019,7885,Northern Region
Chandigarh,2019,1,160020,7361,Northern Region
Chandigarh,2019,2,160101,33226,Northern Region
Chandigarh,2019,2,160002,28840,Northern Region
Chandigarh,2019,2,160036,25318,Northern Region
Chandigarh,2019,2,160047,23915,Northern Region
Chandigarh,2019,2,160022,19707,Northern Region
Chandigarh,2019,2,160014,15583,Northern Region
Chandigarh,2019,2,160015,9647,Northern Region
Chandigarh,2019,2,160030,9337,Northern Region
Chandigarh,2019,2,160011,8964,Northern Region
Chandigarh,2019,2,160019,8898,Northern Region
Chandigarh,2019,3,160101,36777,Northern Region
Chandigarh,2019,3,160002,31994,Northern Region
Chandigarh,2019,3,160036,28167,Northern Region
Chandigarh,2019,3,160047,26498,Northern Region
Chandigarh,2019,3,160022,21892,Northern Region
Chandigarh,2019,3,160014,17435,Northern Region
Chandigarh,2019,3,160011,10735,Northern Region
Chandigarh,2019,3,160015,10628,Northern Region
Chandigarh,2019,3,160030,10239,Northern Region
Chandigarh,2019,3,160019,9821,Northern Region
Chandigarh,2019,4,160101,39986,Northern Region
Chandigarh,2019,4,160002,34899,Northern Region
Chandigarh,2019,4,160036,30449,Northern Region
Chandigarh,2019,4,160047,28715,Northern Region
Chandigarh,2019,4,160022,23574,Northern Region
Chandigarh,2019,4,160014,19040,Northern Region
Chandigarh,2019,4,160011,11692,Northern Region
Chandigarh,2019,4,160015,11476,Northern Region
Chandigarh,2019,4,160030,10959,Northern Region
Chandigarh,2019,4,160019,10540,Northern Region
Chandigarh,2020,1,160101,43456,Northern Region
Chandigarh,2020,1,160002,37722,Northern Region
Chandigarh,2020,1,160036,33042,Northern Region
Chandigarh,2020,1,160047,31101,Northern Region
Chandigarh,2020,1,160022,25119,Northern Region
Chandigarh,2020,1,160014,21073,Northern Region
Chandigarh,2020,1,160011,12511,Northern Region
Chandigarh,2020,1,160015,12196,Northern Region
Chandigarh,2020,1,160030,11732,Northern Region
Chandigarh,2020,1,160019,11241,Northern Region
Chandigarh,2020,2,160101,47100,Northern Region
Chandigarh,2020,2,160002,40795,Northern Region
Chandigarh,2020,2,160036,35489,Northern Region
Chandigarh,2020,2,160047,33566,Northern Region
Chandigarh,2020,2,160022,26409,Northern Region
Chandigarh,2020,2,160014,23291,Northern Region
Chandigarh,2020,2,160011,13058,Northern Region
Chandigarh,2020,2,160015,12817,Northern Region
Chandigarh,2020,2,160030,12456,Northern Region
Chandigarh,2020,2,160019,11973,Northern Region
Chandigarh,2020,3,160101,50901,Northern Region
Chandigarh,2020,3,160002,44149,Northern Region
Chandigarh,2020,3,160036,38339,Northern Region
Chandigarh,2020,3,160047,36323,Northern Region
Chandigarh,2020,3,160022,28178,Northern Region
Chandigarh,2020,3,160014,25601,Northern Region
Chandigarh,2020,3,160015,13598,Northern Region
Chandigarh,2020,3,160011,13532,Northern Region
Chandigarh,2020,3,160030,13346,Northern Region
Chandigarh,2020,3,160019,12815,Northern Region
Chandigarh,2020,4,160101,55221,Northern Region
Chandigarh,2020,4,160002,47806,Northern Region
Chandigarh,2020,4,160036,41473,Northern Region
Chandigarh,2020,4,160047,39470,Northern Region
Chandigarh,2020,4,160022,30329,Northern Region
Chandigarh,2020,4,160014,27809,Northern Region
Chandigarh,2020,4,160015,14608,Northern Region
Chandigarh,2020,4,160030,14336,Northern Region
Chandigarh,2020,4,160011,14092,Northern Region
Chandigarh,2020,4,160019,13806,Northern Region
Chandigarh,2021,1,160101,59366,Northern Region
Chandigarh,2021,1,160002,51384,Northern Region
Chandigarh,2021,1,160036,44518,Northern Region
Chandigarh,2021,1,160047,42473,Northern Region
Chandigarh,2021,1,160022,32441,Northern Region
Chandigarh,2021,1,160014,29983,Northern Region
Chandigarh,2021,1,160015,15642,Northern Region
Chandigarh,2021,1,160030,15357,Northern Region
Chandigarh,2021,1,160011,14949,Northern Region
Chandigarh,2021,1,160019,14773,Northern Region
Chandigarh,2021,2,160101,63492,Northern Region
Chandigarh,2021,2,160002,54973,Northern Region
Chandigarh,2021,2,160036,47535,Northern Region
Chandigarh,2021,2,160047,45337,Northern Region
Chandigarh,2021,2,160022,34573,Northern Region
Chandigarh,2021,2,160014,32068,Northern Region
Chandigarh,2021,2,160015,16673,Northern Region
Chandigarh,2021,2,160030,16402,Northern Region
Chandigarh,2021,2,160011,15925,Northern Region
Chandigarh,2021,2,160019,15784,Northern Region
Chandigarh,2021,3,160101,68033,Northern Region
Chandigarh,2021,3,160002,58992,Northern Region
Chandigarh,2021,3,160036,50920,Northern Region
Chandigarh,2021,3,160047,48505,Northern Region
Chandigarh,2021,3,160022,36978,Northern Region
Chandigarh,2021,3,160014,34469,Northern Region
Chandigarh,2021,3,160015,17785,Northern Region
Chandigarh,2021,3,160030,17596,Northern Region
Chandigarh,2021,3,160011,16987,Northern Region
Chandigarh,2021,3,160019,16871,Northern Region
Chandigarh,2021,4,160101,72637,Northern Region
Chandigarh,2021,4,160002,62969,Northern Region
Chandigarh,2021,4,160036,54223,Northern Region
Chandigarh,2021,4,160047,51660,Northern Region
Chandigarh,2021,4,160022,39282,Northern Region
Chandigarh,2021,4,160014,36857,Northern Region
Chandigarh,2021,4,160015,18899,Northern Region
Chandigarh,2021,4,160030,18735,Northern Region
Chandigarh,2021,4,160011,18061,Northern Region
Chandigarh,2021,4,160019,17944,Northern Region
Chandigarh,2022,1,160101,76960,Northern Region
Chandigarh,2022,1,160002,66680,Northern Region
Chandigarh,2022,1,160036,57265,Northern Region
Chandigarh,2022,1,160047,54598,Northern Region
Chandigarh,2022,1,160022,41445,Northern Region
Chandigarh,2022,1,160014,39045,Northern Region
Chandigarh,2022,1,160015,19940,Northern Region
Chandigarh,2022,1,160030,19799,Northern Region
Chandigarh,2022,1,160011,19085,Northern Region
Chandigarh,2022,1,160019,18943,Northern Region
Chandigarh,2022,2,160101,81030,Northern Region
Chandigarh,2022,2,160002,70202,Northern Region
Chandigarh,2022,2,160036,60207,Northern Region
Chandigarh,2022,2,160047,57439,Northern Region
Chandigarh,2022,2,160022,43479,Northern Region
Chandigarh,2022,2,160014,41121,Northern Region
Chandigarh,2022,2,160015,20944,Northern Region
Chandigarh,2022,2,160030,20822,Northern Region
Chandigarh,2022,2,160011,20043,Northern Region
Chandigarh,2022,2,160019,19907,Northern Region
Chandigarh,2022,3,160101,85368,Northern Region
Chandigarh,2022,3,160002,73870,Northern Region
Chandigarh,2022,3,160036,63231,Northern Region
Chandigarh,2022,3,160047,60295,Northern Region
Chandigarh,2022,3,160022,45609,Northern Region
Chandigarh,2022,3,160014,43314,Northern Region
Chandigarh,2022,3,160015,21953,Northern Region
Chandigarh,2022,3,160030,21889,Northern Region
Chandigarh,2022,3,160011,21003,Northern Region
Chandigarh,2022,3,160019,20886,Northern Region
Chandigarh,2022,4,160101,89650,Northern Region
Chandigarh,2022,4,160002,77592,Northern Region
Chandigarh,2022,4,160036,66174,Northern Region
Chandigarh,2022,4,160047,63191,Northern Region
Chandigarh,2022,4,160022,47654,Northern Region
Chandigarh,2022,4,160014,45488,Northern Region
Chandigarh,2022,4,160015,22959,Northern Region
Chandigarh,2022,4,160030,22922,Northern Region
Chandigarh,2022,4,160011,22005,Northern Region
Chandigarh,2022,4,160019,21875,Northern Region
Chandigarh,2023,1,160101,93655,Northern Region
Chandigarh,2023,1,160002,81021,Northern Region
Chandigarh,2023,1,160036,68977,Northern Region
Chandigarh,2023,1,160047,65836,Northern Region
Chandigarh,2023,1,160022,49605,Northern Region
Chandigarh,2023,1,160014,47548,Northern Region
Chandigarh,2023,1,160030,23910,Northern Region
Chandigarh,2023,1,160015,23885,Northern Region
Chandigarh,2023,1,160011,22909,Northern Region
Chandigarh,2023,1,160019,22767,Northern Region
Chandigarh,2023,2,160101,97213,Northern Region
Chandigarh,2023,2,160002,84151,Northern Region
Chandigarh,2023,2,160036,71473,Northern Region
Chandigarh,2023,2,160047,68217,Northern Region
Chandigarh,2023,2,160022,51332,Northern Region
Chandigarh,2023,2,160014,49435,Northern Region
Chandigarh,2023,2,160030,24769,Northern Region
Chandigarh,2023,2,160015,24711,Northern Region
Chandigarh,2023,2,160011,23730,Northern Region
Chandigarh,2023,2,160019,23569,Northern Region
Chandigarh,2023,3,160101,100857,Northern Region
Chandigarh,2023,3,160002,87417,Northern Region
Chandigarh,2023,3,160036,74155,Northern Region
Chandigarh,2023,3,160047,70803,Northern Region
Chandigarh,2023,3,160022,53191,Northern Region
Chandigarh,2023,3,160014,51386,Northern Region
Chandigarh,2023,3,160030,25743,Northern Region
Chandigarh,2023,3,160015,25596,Northern Region
Chandigarh,2023,3,160011,24560,Northern Region
Chandigarh,2023,3,160025,24439,Northern Region
Chandigarh,2023,4,160101,104350,Northern Region
Chandigarh,2023,4,160002,90463,Northern Region
Chandigarh,2023,4,160036,76529,Northern Region
Chandigarh,2023,4,160047,73128,Northern Region
Chandigarh,2023,4,160022,54824,Northern Region
Chandigarh,2023,4,160014,53225,Northern Region
Chandigarh,2023,4,160030,26584,Northern Region
Chandigarh,2023,4,160015,26399,Northern Region
Chandigarh,2023,4,160011,25331,Northern Region
Chandigarh,2023,4,160025,25291,Northern Region
Chandigarh,2024,1,160101,108400,Northern Region
Chandigarh,2024,1,160002,93969,Northern Region
Chandigarh,2024,1,160036,79333,Northern Region
Chandigarh,2024,1,160047,75839,Northern Region
Chandigarh,2024,1,160022,56817,Northern Region
Chandigarh,2024,1,160014,55250,Northern Region
Chandigarh,2024,1,160030,27601,Northern Region
Chandigarh,2024,1,160015,27324,Northern Region
Chandigarh,2024,1,160025,26283,Northern Region
Chandigarh,2024,1,160011,26252,Northern Region
Chandigarh,2024,2,160101,112604,Northern Region
Chandigarh,2024,2,160002,97548,Northern Region
Chandigarh,2024,2,160036,82254,Northern Region
Chandigarh,2024,2,160047,78596,Northern Region
Chandigarh,2024,2,160022,58814,Northern Region
Chandigarh,2024,2,160014,57409,Northern Region
Chandigarh,2024,2,160030,28626,Northern Region
Chandigarh,2024,2,160015,28274,Northern Region
Chandigarh,2024,2,160025,27261,Northern Region
Chandigarh,2024,2,160011,27168,Northern Region
Chandigarh,2024,3,160101,113514,Northern Region
Chandigarh,2024,3,160002,87935,Northern Region
Chandigarh,2024,3,160047,76832,Northern Region
Chandigarh,2024,3,160036,72088,Northern Region
Chandigarh,2024,3,160022,51760,Northern Region
Chandigarh,2024,3,160014,50428,Northern Region
Chandigarh,2024,3,160019,29678,Northern Region
Chandigarh,2024,3,160025,29175,Northern Region
Chandigarh,2024,3,160015,25261,Northern Region
Chandigarh,2024,3,160020,20594,Northern Region
Chandigarh,2024,4,160101,117061,Northern Region
Chandigarh,2024,4,160002,90211,Northern Region
Chandigarh,2024,4,160047,79086,Northern Region
Chandigarh,2024,4,160036,73988,Northern Region
Chandigarh,2024,4,160022,53201,Northern Region
Chandigarh,2024,4,160014,51928,Northern Region
Chandigarh,2024,4,160019,30557,Northern Region
Chandigarh,2024,4,160025,30057,Northern Region
Chandigarh,2024,4,160015,26300,Northern Region
Chandigarh,2024,4,160020,21240,Northern Region
Chhattisgarh,2018,1,492001,33697,Central Region
Chhattisgarh,2018,1,495001,31414,Central Region
Chhattisgarh,2018,1,497001,17641,Central Region
Chhattisgarh,2018,1,491001,16037,Central Region
Chhattisgarh,2018,1,496005,14858,Central Region
Chhattisgarh,2018,1,490023,14149,Central Region
Chhattisgarh,2018,1,490006,13820,Central Region
Chhattisgarh,2018,1,491441,13502,Central Region
Chhattisgarh,2018,1,492009,12380,Central Region
Chhattisgarh,2018,1,495450,11340,Central Region
Chhattisgarh,2018,2,492001,46075,Central Region
Chhattisgarh,2018,2,495001,42241,Central Region
Chhattisgarh,2018,2,497001,24183,Central Region
Chhattisgarh,2018,2,491001,21986,Central Region
Chhattisgarh,2018,2,496005,20104,Central Region
Chhattisgarh,2018,2,490023,19029,Central Region
Chhattisgarh,2018,2,491441,18770,Central Region
Chhattisgarh,2018,2,490006,18260,Central Region
Chhattisgarh,2018,2,492009,16914,Central Region
Chhattisgarh,2018,2,495450,15410,Central Region
Chhattisgarh,2018,3,492001,56931,Central Region
Chhattisgarh,2018,3,495001,51338,Central Region
Chhattisgarh,2018,3,497001,31248,Central Region
Chhattisgarh,2018,3,491001,26913,Central Region
Chhattisgarh,2018,3,496005,24939,Central Region
Chhattisgarh,2018,3,491441,23726,Central Region
Chhattisgarh,2018,3,490023,22719,Central Region
Chhattisgarh,2018,3,490006,21320,Central Region
Chhattisgarh,2018,3,492009,20833,Central Region
Chhattisgarh,2018,3,495450,19323,Central Region
Chhattisgarh,2018,4,492001,70803,Central Region
Chhattisgarh,2018,4,495001,63849,Central Region
Chhattisgarh,2018,4,497001,39828,Central Region
Chhattisgarh,2018,4,491001,33311,Central Region
Chhattisgarh,2018,4,496005,31493,Central Region
Chhattisgarh,2018,4,491441,29687,Central Region
Chhattisgarh,2018,4,490023,27817,Central Region
Chhattisgarh,2018,4,492009,26001,Central Region
Chhattisgarh,2018,4,490006,25695,Central Region
Chhattisgarh,2018,4,495450,24526,Central Region
Chhattisgarh,2019,1,492001,86083,Central Region
Chhattisgarh,2019,1,495001,75175,Central Region
Chhattisgarh,2019,1,497001,47425,Central Region
Chhattisgarh,2019,1,491001,40489,Central Region
Chhattisgarh,2019,1,496005,37229,Central Region
Chhattisgarh,2019,1,491441,35384,Central Region
Chhattisgarh,2019,1,490023,33849,Central Region
Chhattisgarh,2019,1,492009,32208,Central Region
Chhattisgarh,2019,1,490006,30575,Central Region
Chhattisgarh,2019,1,495450,28696,Central Region
Chhattisgarh,2019,2,492001,101202,Central Region
Chhattisgarh,2019,2,495001,83752,Central Region
Chhattisgarh,2019,2,497001,53805,Central Region
Chhattisgarh,2019,2,491001,47000,Central Region
Chhattisgarh,2019,2,496005,41612,Central Region
Chhattisgarh,2019,2,491441,40731,Central Region
Chhattisgarh,2019,2,490023,38778,Central Region
Chhattisgarh,2019,2,492009,37269,Central Region
Chhattisgarh,2019,2,490006,34533,Central Region
Chhattisgarh,2019,2,495450,31991,Central Region
Chhattisgarh,2019,3,492001,114627,Central Region
Chhattisgarh,2019,3,495001,91881,Central Region
Chhattisgarh,2019,3,497001,60207,Central Region
Chhattisgarh,2019,3,491001,53426,Central Region
Chhattisgarh,2019,3,496005,45607,Central Region
Chhattisgarh,2019,3,491441,45344,Central Region
Chhattisgarh,2019,3,490023,43443,Central Region
Chhattisgarh,2019,3,492009,41984,Central Region
Chhattisgarh,2019,3,490006,38436,Central Region
Chhattisgarh,2019,3,495450,35125,Central Region
Chhattisgarh,2019,4,492001,126984,Central Region
Chhattisgarh,2019,4,495001,101245,Central Region
Chhattisgarh,2019,4,497001,67647,Central Region
Chhattisgarh,2019,4,491001,59454,Central Region
Chhattisgarh,2019,4,491441,50228,Central Region
Chhattisgarh,2019,4,496005,49927,Central Region
Chhattisgarh,2019,4,490023,47785,Central Region
Chhattisgarh,2019,4,492009,46345,Central Region
Chhattisgarh,2019,4,490006,42008,Central Region
Chhattisgarh,2019,4,495450,38901,Central Region
Chhattisgarh,2020,1,492001,140048,Central Region
Chhattisgarh,2020,1,495001,110715,Central Region
Chhattisgarh,2020,1,497001,74566,Central Region
Chhattisgarh,2020,1,491001,65631,Central Region
Chhattisgarh,2020,1,491441,55399,Central Region
Chhattisgarh,2020,1,496005,54386,Central Region
Chhattisgarh,2020,1,490023,52266,Central Region
Chhattisgarh,2020,1,492009,51146,Central Region
Chhattisgarh,2020,1,490006,45425,Central Region
Chhattisgarh,2020,1,495450,42930,Central Region
Chhattisgarh,2020,2,492001,151787,Central Region
Chhattisgarh,2020,2,495001,120117,Central Region
Chhattisgarh,2020,2,497001,83017,Central Region
Chhattisgarh,2020,2,491001,72228,Central Region
Chhattisgarh,2020,2,491441,62172,Central Region
Chhattisgarh,2020,2,496005,59452,Central Region
Chhattisgarh,2020,2,490023,56411,Central Region
Chhattisgarh,2020,2,492009,55679,Central Region
Chhattisgarh,2020,2,490006,48734,Central Region
Chhattisgarh,2020,2,495450,47509,Central Region
Chhattisgarh,2020,3,492001,164803,Central Region
Chhattisgarh,2020,3,495001,131279,Central Region
Chhattisgarh,2020,3,497001,92438,Central Region
Chhattisgarh,2020,3,491001,79505,Central Region
Chhattisgarh,2020,3,491441,69637,Central Region
Chhattisgarh,2020,3,496005,65408,Central Region
Chhattisgarh,2020,3,490023,61657,Central Region
Chhattisgarh,2020,3,492009,60889,Central Region
Chhattisgarh,2020,3,490006,52709,Central Region
Chhattisgarh,2020,3,495450,52395,Central Region
Chhattisgarh,2020,4,492001,178877,Central Region
Chhattisgarh,2020,4,495001,143559,Central Region
Chhattisgarh,2020,4,497001,101713,Central Region
Chhattisgarh,2020,4,491001,87076,Central Region
Chhattisgarh,2020,4,491441,77139,Central Region
Chhattisgarh,2020,4,496005,71047,Central Region
Chhattisgarh,2020,4,490023,67026,Central Region
Chhattisgarh,2020,4,492009,66591,Central Region
Chhattisgarh,2020,4,495450,57457,Central Region
Chhattisgarh,2020,4,490006,57129,Central Region
Chhattisgarh,2021,1,492001,192280,Central Region
Chhattisgarh,2021,1,495001,154709,Central Region
Chhattisgarh,2021,1,497001,109875,Central Region
Chhattisgarh,2021,1,491001,93667,Central Region
Chhattisgarh,2021,1,491441,83189,Central Region
Chhattisgarh,2021,1,496005,76306,Central Region
Chhattisgarh,2021,1,490023,71859,Central Region
Chhattisgarh,2021,1,492009,71684,Central Region
Chhattisgarh,2021,1,495450,61932,Central Region
Chhattisgarh,2021,1,494001,61107,Central Region
Chhattisgarh,2021,2,492001,205399,Central Region
Chhattisgarh,2021,2,495001,165049,Central Region
Chhattisgarh,2021,2,497001,117695,Central Region
Chhattisgarh,2021,2,491001,99908,Central Region
Chhattisgarh,2021,2,491441,88935,Central Region
Chhattisgarh,2021,2,496005,81517,Central Region
Chhattisgarh,2021,2,492009,76560,Central Region
Chhattisgarh,2021,2,490023,76521,Central Region
Chhattisgarh,2021,2,495450,66184,Central Region
Chhattisgarh,2021,2,494001,65456,Central Region
Chhattisgarh,2021,3,492001,219691,Central Region
Chhattisgarh,2021,3,495001,176348,Central Region
Chhattisgarh,2021,3,497001,126575,Central Region
Chhattisgarh,2021,3,491001,106903,Central Region
Chhattisgarh,2021,3,491441,95381,Central Region
Chhattisgarh,2021,3,496005,87358,Central Region
Chhattisgarh,2021,3,492009,81992,Central Region
Chhattisgarh,2021,3,490023,81694,Central Region
Chhattisgarh,2021,3,495450,70959,Central Region
Chhattisgarh,2021,3,494001,70221,Central Region
Chhattisgarh,2021,4,492001,234198,Central Region
Chhattisgarh,2021,4,495001,187901,Central Region
Chhattisgarh,2021,4,497001,135215,Central Region
Chhattisgarh,2021,4,491001,113772,Central Region
Chhattisgarh,2021,4,491441,101670,Central Region
Chhattisgarh,2021,4,496005,93194,Central Region
Chhattisgarh,2021,4,492009,87424,Central Region
Chhattisgarh,2021,4,490023,86886,Central Region
Chhattisgarh,2021,4,495450,75706,Central Region
Chhattisgarh,2021,4,494001,74989,Central Region
Chhattisgarh,2022,1,492001,247599,Central Region
Chhattisgarh,2022,1,495001,198702,Central Region
Chhattisgarh,2022,1,497001,143644,Central Region
Chhattisgarh,2022,1,491001,120368,Central Region
Chhattisgarh,2022,1,491441,107760,Central Region
Chhattisgarh,2022,1,496005,98838,Central Region
Chhattisgarh,2022,1,492009,92386,Central Region
Chhattisgarh,2022,1,490023,91792,Central Region
Chhattisgarh,2022,1,495450,80200,Central Region
Chhattisgarh,2022,1,494001,79440,Central Region
Chhattisgarh,2022,2,492001,260351,Central Region
Chhattisgarh,2022,2,495001,209069,Central Region
Chhattisgarh,2022,2,497001,151503,Central Region
Chhattisgarh,2022,2,491001,126583,Central Region
Chhattisgarh,2022,2,491441,113505,Central Region
Chhattisgarh,2022,2,496005,104122,Central Region
